,id,age,ova,pot,value,release clause,total stats,base stats
1058,177600,32,80,80,1100000,23100000,2072,419
1059,177604,34,80,80,500000,10500000,2009,422
1060,177605,32,68,68,575000,920000,1767,364
1061,177610,31,81,81,13500000,22300000,1884,388
1062,177618,30,63,63,350000,613000,1801,379
1063,177621,31,71,71,1500000,2600000,1200,404
1064,177633,33,79,79,800000,16800000,1875,397
1065,177643,30,69,69,775000,1200000,1536,335
1066,177644,33,74,74,300000,600000,1321,412
1067,177666,33,71,71,1500000,2600000,1901,391
1068,177679,29,61,61,210000,305000,1663,347
1069,177683,31,86,86,28500000,48500000,1366,474
1070,177684,31,68,68,675000,1100000,1776,371
1071,177692,32,63,63,275000,481000,1788,387
1072,177705,33,66,66,350000,543000,1192,380
1073,177712,31,72,72,2700000,5400000,1898,404
1074,177723,32,74,74,3400000,6500000,1313,420
1075,177765,34,76,76,4100000,8200000,1876,385
1076,177766,32,73,73,2500000,4800000,1796,384
1077,177790,32,72,72,200000,2800000,1793,389
1078,177802,31,66,66,550000,798000,1815,364
1079,177896,31,72,72,2700000,5100000,1906,397
1080,177912,32,64,64,350000,438000,1797,367
1081,177922,32,74,74,4400000,8800000,1891,396
1082,177934,32,69,69,825000,1700000,1810,368
1083,177937,33,67,67,350000,543000,1557,339
1084,177974,34,74,74,2200000,300000,1839,379
1085,177981,31,70,70,1200000,2500000,1910,394
1086,177983,33,74,74,2700000,4900000,1532,335
1087,178005,32,84,84,1900000,36100000,1375,461
1088,178007,34,77,77,4300000,7700000,2049,410
1089,178031,32,71,71,1500000,2900000,1724,359
1090,178033,31,69,69,925000,1800000,1728,380
1091,178042,33,71,71,1100000,1800000,1642,354
1092,178051,31,73,73,300000,600000,1783,381
1093,178085,31,79,79,1100000,23100000,2018,412
1094,178086,33,80,80,800000,1600000,1316,449
1095,178087,32,72,72,2400000,500000,1806,374
1096,178088,32,79,79,1000000,1900000,1900,374
1097,178090,32,75,75,500000,1100000,1873,391
1098,178091,30,75,75,6500000,11700000,1708,373
1099,178111,33,72,72,1300000,2500000,1748,364
1100,178115,32,73,73,3100000,6500000,1933,405
1101,178117,32,70,70,1100000,1800000,1886,408
1102,178160,33,75,75,3900000,7800000,2027,411
1103,178187,34,67,67,275000,399000,1624,345
1104,178211,37,65,65,50000,73000,1094,362
1105,178213,31,78,78,800000,14400000,2015,419
1106,178224,32,77,77,700000,10500000,1856,379
1107,178233,31,69,69,900000,1500000,1830,391
1108,178250,34,78,78,400000,8400000,1999,405
1109,178251,31,70,70,1200000,2200000,1873,395
1110,178253,33,75,75,3900000,600000,1982,412
1111,178255,34,76,76,2900000,5500000,1933,424
1112,178264,36,68,68,325000,683000,1662,336
1113,178283,32,69,69,650000,1300000,1193,404
1114,178284,33,69,69,625000,938000,1847,388
1115,178287,31,70,70,1500000,2700000,1948,407
1116,178297,32,67,67,475000,736000,1824,381
1117,178310,33,71,71,1100000,200000,1633,358
1118,178311,33,79,79,800000,12400000,1972,416
1119,178322,32,75,75,4100000,700000,2063,436
1120,178323,31,73,73,3500000,700000,1957,417
1121,178372,36,80,80,300000,600000,1983,416
1122,178393,31,71,71,2100000,3300000,1828,381
1123,178415,32,77,77,6500000,9100000,2127,436
1124,178416,32,76,76,600000,1200000,1949,414
1125,178417,34,67,67,275000,523000,1820,368
1126,178418,36,71,71,475000,808000,1689,357
1127,178422,33,66,66,400000,620000,1755,382
1128,178424,33,79,79,5500000,1100000,2117,440
1129,178425,36,72,72,975000,1500000,1883,389
1130,178461,32,67,67,575000,719000,1829,387
1131,178470,32,69,69,825000,1500000,1963,404
1132,178475,33,70,70,1100000,1700000,1521,326
1133,178509,33,79,79,800000,15200000,1879,378
1134,178510,32,69,69,800000,1200000,1880,390
1135,178518,32,83,83,2000000,3300000,2270,478
1136,178520,31,67,67,675000,100000,1673,363
1137,178535,33,72,72,200000,300000,1739,358
1138,178562,32,83,83,19500000,33200000,2161,449
1139,178565,33,69,69,475000,689000,1832,380
1140,178566,32,72,72,1900000,2700000,1073,397
1141,178567,31,74,74,4100000,7800000,1880,395
1142,178571,39,72,72,325000,683000,1231,387
1143,178578,33,64,64,210000,305000,1550,306
1144,178584,31,68,68,675000,1300000,1399,291
1145,178590,31,63,63,275000,371000,1785,376
1146,178603,31,86,86,3300000,56100000,2040,431
1147,178614,32,74,74,3600000,7900000,1773,379
1148,178616,32,71,71,1800000,2900000,2020,419
1149,178625,32,74,74,3700000,8100000,1917,387
1150,178628,30,70,70,1700000,3100000,1909,402
1151,178750,31,82,82,1400000,29400000,1361,461
1152,178766,33,63,63,200000,270000,977,337
1153,179516,32,75,75,5500000,8800000,1900,392
1154,179527,33,76,76,4800000,9600000,1876,390
1155,179528,33,71,71,1200000,1900000,1852,381
1156,179537,29,63,63,350000,438000,1770,360
1157,179544,33,67,67,450000,788000,1809,378
1158,179546,31,75,75,600000,10200000,1812,367
1159,179547,32,70,70,1100000,2100000,1257,397
1160,179549,37,64,64,160000,232000,1542,316
1161,179551,30,73,73,3900000,5900000,1825,387
1162,179560,31,76,76,700000,10500000,1873,392
1163,179565,30,68,68,875000,1900000,1778,370
1164,179569,33,66,66,400000,500000,1817,369
1165,179574,32,72,72,2500000,3100000,1706,356
1166,179579,34,64,64,230000,311000,1750,364
1167,179591,35,75,75,2900000,5800000,1957,402
1168,179592,34,67,67,375000,656000,1856,384
1169,179605,31,77,77,7500000,1500000,1988,429
1170,179613,30,71,71,2200000,4300000,1880,398
1171,179633,33,71,71,1400000,1800000,1974,419
1172,179645,31,80,80,1100000,18700000,1839,391
1173,179663,31,70,70,1300000,2500000,1826,386
1174,179685,33,66,66,350000,525000,1136,386
1175,179686,31,71,71,1600000,2400000,1889,395
1176,179687,33,72,72,1400000,2400000,1933,416
1177,179695,35,69,69,450000,968000,1798,381
1178,179696,31,72,72,2200000,3300000,1986,412
1179,179698,35,67,67,220000,319000,1809,381
1180,179731,30,67,67,700000,1200000,1863,390
1181,179746,30,69,69,100000,1900000,1772,359
1182,179752,37,72,72,1100000,2400000,1654,330
1183,179765,31,72,72,2700000,4100000,1957,420
1184,179783,31,77,77,5500000,9400000,1142,399
1185,179784,31,79,79,9500000,14300000,1797,377
1186,179789,32,77,77,5500000,10500000,1699,355
1187,179813,32,86,86,35500000,65700000,2144,444
1188,179820,36,72,72,525000,788000,1211,399
1189,179844,31,80,80,13500000,27700000,1973,425
1190,179846,33,81,81,10500000,17300000,2068,430
1191,179847,33,77,77,4200000,8800000,1550,333
1192,179855,34,65,65,275000,490000,1587,332
1193,179860,31,62,62,275000,481000,1588,348
1194,179869,34,64,64,170000,298000,1558,327
1195,179875,34,74,74,300000,3900000,1843,389
1196,179897,34,71,71,875000,1100000,1602,340
1197,179909,31,65,65,375000,806000,1779,375
1198,179931,33,68,68,425000,744000,1681,360
1199,179944,33,80,80,700000,13300000,2062,426
1200,179954,30,75,75,4500000,7700000,1202,408
1201,179972,31,72,72,2800000,5600000,1699,346
1202,179982,28,66,66,650000,943000,1819,388
1203,180174,31,67,67,550000,688000,1758,383
1204,180175,28,80,80,15500000,33300000,1944,412
1205,180206,30,85,85,35500000,72800000,2181,449
1206,180216,31,79,79,900000,17100000,2047,433
1207,180228,31,73,73,2700000,5400000,1642,350
1208,180250,33,69,69,625000,1100000,1967,417
1209,180281,34,73,73,200000,3100000,1958,411
1210,180283,31,72,72,2700000,3400000,1942,401
1211,180287,38,67,67,275000,344000,1693,338
1212,180293,36,64,64,80000,104000,1727,352
1213,180334,33,76,76,3600000,6800000,1725,361
1214,180352,32,62,62,190000,295000,1747,368
1215,180359,35,73,73,1100000,2400000,1862,394
1216,180403,31,82,82,19500000,37100000,2030,434
1217,180409,32,70,70,1200000,2400000,1725,371
1218,180432,33,78,78,600000,12900000,2022,420
1219,180635,32,69,69,675000,1300000,1480,313
1220,180706,31,74,74,4200000,7600000,1588,331
1221,180714,34,78,78,4500000,7200000,1231,424
1222,180739,37,68,68,90000,180000,1139,375
1223,180740,35,64,64,140000,175000,1507,328
1224,180746,38,65,65,110000,138000,1486,308
1225,180754,39,68,68,240000,312000,1915,369
1226,180808,33,74,74,2700000,5900000,1931,411
1227,180818,32,74,74,4500000,8600000,1866,387
1228,180819,32,77,77,6500000,12400000,2039,421
1229,180823,31,74,74,4100000,900000,1905,413
1230,180826,31,78,78,9500000,2000000,1868,396
1231,180903,31,65,65,475000,594000,1775,372
1232,180930,34,83,83,13500000,28400000,1918,408
1233,181010,32,65,65,350000,438000,1748,358
1234,181013,36,66,66,200000,250000,1775,354
1235,181098,36,76,76,1600000,2700000,1963,402
1236,181120,36,65,65,190000,238000,1732,364
1237,181123,32,71,71,1800000,400000,1881,393
1238,181149,33,65,65,250000,363000,1596,315
1239,181205,31,72,72,2200000,3200000,1921,414
1240,181256,35,72,72,850000,1900000,1169,414
1241,181262,32,72,72,200000,3600000,1707,356
1242,181271,31,75,75,600000,13200000,1933,398
1243,181281,29,68,68,900000,1300000,1603,334
1244,181291,29,85,85,3700000,68500000,2267,475
1245,181318,30,75,75,600000,10800000,1947,405
1246,181343,32,68,68,550000,715000,1818,378
1247,181349,33,68,68,575000,834000,1805,381
1248,181383,30,72,72,2600000,3300000,1787,389
1249,181404,32,72,72,200000,300000,1617,349
1250,181445,34,73,73,1500000,200000,1573,330
1251,181455,31,68,68,650000,1300000,1844,395
1252,181456,30,73,73,300000,5900000,1651,361
1253,181458,31,82,82,19500000,32200000,2153,454
1254,181459,35,72,72,875000,1900000,1842,394
1255,181481,35,74,74,1500000,2300000,1195,410
1256,181483,33,71,71,950000,1800000,1894,382
1257,181558,33,67,67,475000,831000,1705,353
1258,181559,33,69,69,500000,900000,1704,343
1259,181560,30,72,72,2500000,4800000,1625,353
1260,181681,33,70,70,875000,1700000,1913,394
1261,181721,28,69,69,1100000,1900000,1784,373
1262,181725,32,59,59,100000,155000,1626,331
1263,181733,32,65,65,325000,520000,1062,360
1264,181783,33,83,83,16500000,27200000,2094,442
1265,181786,34,79,79,4700000,7500000,1863,393
1266,181795,33,73,73,1800000,3600000,1799,385
1267,181820,30,77,77,8500000,16200000,1909,394
1268,181872,33,83,83,1500000,24800000,2241,470
1269,181879,32,60,60,130000,228000,1508,307
1270,181971,32,69,69,700000,1100000,1894,398
1271,181989,30,68,68,875000,1300000,1777,369
1272,182001,32,72,72,200000,400000,1588,320
1273,182002,30,79,79,1000000,2100000,1857,412
1274,182091,30,70,70,1700000,2100000,1799,392
1275,182096,32,66,66,500000,775000,1758,379
1276,182112,35,61,61,80000,100000,1597,327
1277,182133,33,75,75,3100000,5900000,1678,363
1278,182152,29,76,76,7500000,13500000,2025,418
1279,182160,31,65,65,475000,618000,1720,379
1280,182168,32,74,74,3600000,5900000,1534,324
1281,182178,31,70,70,1300000,2600000,1785,375
1282,182179,33,74,74,2700000,4900000,1505,329
1283,182184,31,75,75,5500000,10500000,1994,413
1284,182207,34,67,67,325000,601000,1135,369
1285,182212,32,75,75,5500000,9900000,1858,394
1286,182224,31,71,71,1500000,2400000,1322,408
1287,182270,36,69,69,180000,387000,1172,399
1288,182343,33,73,73,2300000,3700000,1989,417
1289,182359,33,59,59,80000,124000,1195,332
1290,182362,34,59,59,50000,78000,1663,336
1291,182365,31,67,67,500000,875000,1031,366
1292,182372,38,59,59,50000,78000,1576,320
1293,182409,31,67,67,575000,891000,1946,403
1294,182411,33,71,71,1400000,2200000,1808,379
1295,182412,32,67,67,500000,800000,1734,358
1296,182422,31,63,63,240000,372000,1139,372
1297,182427,33,64,64,275000,426000,1612,332
1298,182435,31,70,70,1100000,1400000,1073,361
1299,182440,31,69,69,925000,1200000,1807,373
1300,182471,37,55,55,8000,12000,1130,322
1301,182473,31,71,71,1700000,2700000,1917,408
1302,182474,32,62,62,180000,279000,1058,362
1303,182493,34,85,85,14500000,24700000,1875,396
1304,182494,34,82,82,9500000,18100000,1405,461
1305,182495,33,76,76,3600000,6100000,1901,403
1306,182520,32,71,71,1400000,2200000,1198,395
1307,182521,30,88,88,5500000,112800000,2150,447
1308,182632,32,73,73,3100000,600000,1975,408
1309,182670,32,75,75,4400000,8400000,1936,403
1310,182681,32,63,63,230000,403000,1751,382
1311,182713,34,70,70,650000,100000,1460,294
1312,182731,28,72,72,3100000,4700000,1786,370
1313,182743,33,67,67,400000,580000,1048,360
1314,182744,36,75,75,1200000,2500000,2030,419
1315,182761,32,64,64,275000,523000,1097,348
1316,182836,31,74,74,500000,9500000,1769,362
1317,182837,29,67,67,750000,1400000,1801,385
1318,182859,35,73,73,1300000,2900000,1872,393
1319,182878,28,67,67,750000,100000,1608,338
1320,182882,33,72,72,1500000,2900000,1827,391
1321,182883,30,64,64,425000,744000,1733,371
1322,182888,30,73,73,3200000,5400000,1870,390
1323,182896,31,77,77,6500000,10400000,1995,420
1324,182941,33,75,75,3100000,5300000,1754,368
1325,182945,32,77,77,700000,1400000,1940,406
1326,182959,34,74,74,2500000,5500000,1047,393
1327,183025,34,61,61,130000,163000,1636,353
1328,183066,32,65,65,350000,613000,1481,322
1329,183068,31,71,71,2100000,3400000,1827,369
1330,183108,33,79,79,7500000,12800000,2067,441
1331,183125,32,76,76,600000,10800000,1914,392
1332,183129,30,76,76,600000,11400000,1755,363
1333,183130,30,76,76,7500000,14300000,1994,415
1334,183138,29,66,66,550000,963000,1559,348
1335,183141,30,74,74,3800000,5700000,1247,409
1336,183177,35,70,70,825000,1200000,1788,370
1337,183187,31,73,73,3500000,5300000,1909,400
1338,183188,35,67,67,220000,396000,1695,362
1339,183211,34,71,71,1200000,2400000,1784,376
1340,183220,30,70,70,1600000,2900000,1832,373
1341,183228,32,69,69,675000,911000,1577,328
1342,183244,31,67,67,500000,625000,1046,375
1343,183249,33,70,70,1100000,2400000,1874,393
1344,183251,31,62,62,275000,399000,1645,345
1345,183254,35,73,73,1200000,1700000,1760,359
1346,183256,29,66,66,625000,1200000,1921,391
1347,183277,29,88,88,5800000,118900000,2105,446
1348,183280,34,75,75,2500000,5300000,1655,361
1349,183283,33,66,66,300000,435000,1567,320
1350,183284,35,70,70,550000,990000,1684,342
1351,183285,30,76,76,600000,11400000,1668,358
1352,183287,33,72,72,1500000,300000,1884,376
1353,183288,33,69,69,500000,950000,1640,329
1354,183315,37,71,71,240000,324000,1137,387
1355,183332,33,73,73,2400000,3700000,1825,381
1356,183336,30,68,68,850000,1100000,1847,389
1357,183339,29,70,70,1700000,2200000,1915,411
1358,183346,31,74,74,4300000,6500000,2046,425
1359,183347,31,64,64,300000,525000,1184,363
1360,183353,32,78,78,6500000,13700000,1936,414
1361,183376,31,75,75,500000,8500000,1873,393
1362,183382,31,71,71,1800000,2600000,1835,398
1363,183389,31,74,74,500000,1000000,1925,403
1364,183394,30,79,79,11500000,21900000,2130,462
1365,183412,31,64,64,325000,471000,1494,325
1366,183414,32,66,66,475000,808000,1862,387
1367,183420,32,65,65,400000,620000,1796,375
1368,183422,32,70,70,1100000,2100000,2001,416
1369,183425,29,64,64,450000,788000,1637,356
1370,183426,30,76,76,600000,8400000,1819,385
1371,183427,30,77,77,7500000,14300000,2053,428
1372,183442,31,69,69,925000,1600000,1831,387
1373,183449,33,69,69,475000,879000,1900,394
1374,183454,32,67,67,475000,736000,1773,369
1375,183465,29,67,67,650000,1200000,1838,379
1376,183466,29,61,61,250000,388000,1642,350
1377,183475,30,72,72,2100000,2700000,1205,399
1378,183480,29,68,68,750000,1100000,1730,376
1379,183483,32,73,73,3200000,6100000,1699,354
1380,183486,29,68,68,875000,1300000,1804,379
1381,183490,33,69,69,475000,736000,1713,367
1382,183491,30,74,74,4600000,8700000,1701,370
1383,183497,34,76,76,3400000,6500000,1222,414
1384,183498,35,79,79,400000,6800000,2092,435
1385,183512,30,83,83,20500000,43100000,2172,466
1386,183513,31,66,66,425000,765000,1114,366
1387,183518,30,70,70,1700000,3400000,1832,372
1388,183520,30,76,76,6500000,9800000,2027,422
1389,183526,31,76,76,700000,14700000,1884,398
1390,183527,31,66,66,475000,831000,1812,369
1391,183540,30,73,73,3700000,700000,1921,382
1392,183546,31,73,73,300000,5700000,1843,399
1393,183556,31,72,72,2300000,4600000,1581,328
1394,183559,31,67,67,550000,853000,1694,354
1395,183567,31,70,70,1100000,1600000,1210,384
1396,183568,31,74,74,4200000,7100000,1472,318
1397,183573,33,72,72,1400000,2200000,1874,392
1398,183574,32,81,81,1400000,25200000,2046,425
1399,183580,31,76,76,700000,12600000,1811,375
1400,183581,32,73,73,2600000,4400000,1934,410
1401,183593,31,68,68,775000,1100000,1693,356
1402,183596,34,64,64,200000,290000,1075,355
1403,183597,35,65,65,150000,255000,1121,373
1404,183606,31,71,71,1800000,2900000,1577,348
1405,183632,33,69,69,500000,800000,1927,393
1406,183644,31,70,70,1500000,2200000,1915,401
1407,183666,34,75,75,2900000,6100000,1284,417
1408,183671,32,69,69,675000,100000,1521,327
1409,183706,30,70,70,1700000,3200000,1829,379
1410,183711,30,86,86,36500000,67500000,2220,465
1411,183712,35,66,66,300000,435000,1573,324
1412,183714,32,74,74,4500000,7200000,1737,372
1413,183749,30,48,48,20000,35000,883,269
1414,183774,30,72,72,2500000,4800000,1368,289
1415,183781,31,71,71,1800000,2300000,1701,346
1416,183795,31,70,70,1300000,2100000,1435,306
1417,183797,31,63,63,275000,481000,1543,326
1418,183807,32,62,62,240000,420000,1596,336
1419,183819,29,65,65,450000,675000,1743,365
1420,183820,31,76,76,700000,1400000,1882,393
1421,183827,32,65,65,325000,406000,1044,373
1422,183831,34,64,64,240000,420000,1573,333
1423,183833,36,66,66,230000,380000,1660,338
1424,183853,30,69,69,100000,1600000,1831,377
1425,183855,32,77,77,5500000,10500000,1680,363
1426,183871,32,74,74,4400000,5500000,1910,397
1427,183883,33,76,76,4700000,9100000,1925,408
1428,183885,30,64,64,425000,531000,1824,368
1429,183892,31,79,79,8500000,17900000,1987,423
1430,183893,32,72,72,200000,4400000,1780,374
1431,183895,33,75,75,400000,600000,1914,396
1432,183898,32,87,87,3900000,72200000,2168,453
1433,183899,31,78,78,900000,13500000,1980,413
1434,183900,31,79,79,1100000,23100000,1906,403
1435,183907,31,82,82,16500000,27200000,1924,418
1436,183909,32,75,75,500000,8500000,1896,385
1437,183916,31,73,73,2900000,5500000,2019,419
1438,183920,28,68,68,925000,1500000,1684,370
1439,183921,33,74,74,2500000,500000,1969,412
1440,183936,31,71,71,2100000,4100000,1951,424
1441,183937,30,73,73,300000,4500000,1922,421
1442,183940,31,67,67,575000,834000,1779,376
1443,183955,33,70,70,1100000,1900000,1889,391
1444,183966,33,73,73,1900000,400000,1850,386
1445,183973,31,66,66,475000,831000,1642,342
1446,183975,30,71,71,1900000,3800000,1589,345
1447,183982,32,70,70,1400000,2800000,1776,372
1448,183997,32,65,65,350000,560000,1811,381
1449,184002,33,64,64,210000,263000,1592,355
1450,184009,31,66,66,575000,1100000,1601,346
1451,184013,33,65,65,275000,481000,1678,354
1452,184031,30,71,71,2300000,4800000,1869,395
1453,184035,30,72,72,2500000,4300000,1835,404
1454,184037,30,75,75,5500000,10500000,1706,361
1455,184040,30,66,66,425000,680000,1132,373
1456,184069,31,77,77,800000,12400000,1736,373
1457,184077,31,64,64,325000,406000,1623,356
1458,184082,31,74,74,4200000,8400000,1600,347
1459,184084,31,67,67,500000,100000,1082,383
1460,184087,31,85,85,28500000,54200000,2031,423
1461,184089,31,74,74,4900000,7400000,1845,383
1462,184111,29,72,72,3100000,5900000,1722,360
1463,184120,35,76,76,3200000,6700000,1888,382
1464,184133,32,73,73,300000,600000,1997,423
1465,184134,32,83,83,1700000,35700000,2035,439
1466,184136,32,68,68,725000,1200000,1645,347
1467,184143,30,65,65,525000,656000,1589,344
1468,184144,32,76,76,600000,1200000,1960,401
1469,184176,28,71,71,2400000,3600000,1811,378
1470,184183,29,73,73,3400000,5100000,1546,331
1471,184190,32,76,76,4900000,9800000,1563,321
1472,184200,31,82,82,2000000,3200000,2117,445
1473,184218,33,66,66,400000,520000,1723,364
1474,184222,30,66,66,425000,531000,1026,351
1475,184229,32,68,68,550000,688000,1775,385
1476,184242,28,67,67,675000,1200000,1883,395
1477,184252,32,75,75,5500000,7700000,2053,434
1478,184255,30,69,69,100000,1300000,1701,355
1479,184261,29,64,64,375000,544000,1754,365
1480,184267,28,85,85,3900000,7800000,2033,423
1481,184271,29,74,74,5500000,10500000,2001,426
1482,184273,30,67,67,600000,930000,1940,396
1483,184274,31,77,77,6500000,12400000,1793,389
1484,184290,31,67,67,675000,945000,1586,340
1485,184301,29,65,65,550000,963000,1666,358
1486,184312,31,70,70,1600000,2500000,1803,393
1487,184331,28,64,64,375000,581000,1597,339
1488,184338,30,69,69,850000,1400000,1725,364
1489,184344,33,85,85,1800000,29700000,1967,421
1490,184376,30,67,67,625000,1400000,1872,390
1491,184383,26,64,65,525000,801000,1682,357
1492,184387,28,69,69,925000,1700000,1975,407
1493,184392,30,76,76,600000,10800000,1923,410
1494,184417,30,70,70,1500000,2400000,1991,418
1495,184431,33,80,80,900000,15300000,1925,404
1496,184432,30,84,84,24500000,46600000,2075,431
1497,184433,34,67,67,400000,540000,1598,337
1498,184436,30,72,73,2400000,4700000,1206,410
1499,184456,31,70,70,1300000,2600000,1762,375
1500,184457,31,73,73,3600000,5400000,1842,382
1501,184467,29,63,63,375000,656000,1593,342
1502,184469,30,71,71,200000,3800000,1943,403
1503,184472,32,71,71,1500000,1900000,1935,411
1504,184477,27,72,72,2800000,4500000,1625,331
1505,184480,31,70,70,1600000,3200000,1773,383
1506,184484,30,79,79,1200000,22800000,2066,419
1507,184501,29,74,74,4600000,7800000,1939,409
1508,184527,31,70,70,1600000,2900000,1816,390
1509,184575,31,77,77,800000,12400000,2017,425
1510,184584,29,61,61,210000,263000,1605,356
1511,184587,29,65,65,525000,814000,1781,377
1512,184606,32,75,75,4400000,9200000,1922,405
1513,184614,31,66,66,575000,834000,1554,320
1514,184624,30,68,68,875000,1700000,1670,346
1515,184626,34,73,73,1500000,2600000,1781,361
1516,184630,32,67,67,475000,903000,1213,382
1517,184643,30,71,71,1900000,2900000,1877,401
1518,184664,34,66,66,240000,360000,1560,325
1519,184703,34,77,77,4300000,7300000,2019,419
1520,184707,29,66,66,650000,1100000,1619,339
1521,184716,30,72,72,2900000,5500000,2004,415
1522,184747,31,67,67,675000,1300000,1685,340
1523,184749,30,73,73,3700000,700000,1939,398
1524,184763,31,64,64,300000,540000,1144,347
1525,184777,31,65,65,475000,808000,1627,334
1526,184781,32,69,69,650000,1300000,1034,379
1527,184789,32,71,71,1900000,3400000,1724,351
1528,184823,32,72,72,2400000,4800000,1904,409
1529,184826,31,76,76,6500000,12400000,2026,414
1530,184843,30,64,64,375000,656000,1664,347
1531,184845,31,69,69,950000,1200000,1668,358
1532,184847,31,66,66,550000,798000,1765,359
1533,184852,34,65,65,200000,290000,1479,319
1534,184858,31,76,76,700000,10900000,1871,396
1535,184873,33,75,75,3100000,6200000,1651,339
1536,184878,31,66,66,575000,719000,1712,371
1537,184881,30,79,79,1200000,22800000,1947,413
1538,184900,37,70,70,350000,438000,1676,355
1539,184926,30,73,73,2600000,5100000,1155,407
1540,184927,32,67,67,600000,1200000,1763,372
1541,184941,31,80,80,1300000,21500000,2103,433
1542,184942,30,80,80,1400000,23800000,2050,434
1543,184943,31,80,80,1000000,21500000,2119,452
1544,184949,33,77,77,400000,7600000,2079,440
1545,184982,30,69,69,100000,1500000,1620,341
1546,184990,32,72,72,1900000,4200000,1920,408
1547,184999,30,76,76,6500000,14300000,2112,440
1548,185010,32,71,71,1500000,300000,1710,350
1549,185018,31,68,68,775000,1400000,1863,392
1550,185020,33,84,84,1900000,32300000,2034,434
1551,185068,30,74,74,5500000,8300000,1979,420
1552,185072,28,68,68,900000,1400000,1749,387
1553,185090,30,71,71,2300000,400000,1811,383
1554,185103,34,82,82,800000,13200000,2239,458
1555,185109,31,68,68,650000,878000,1849,392
1556,185122,30,85,85,2600000,44200000,1315,464
1557,185132,31,77,77,7500000,14300000,1909,404
1558,185144,31,70,70,1600000,2900000,1601,336
1559,185163,35,71,71,725000,1300000,1565,335
1560,185171,33,66,66,325000,471000,1766,364
1561,185174,30,76,76,6500000,11700000,2022,426
1562,185199,32,72,72,2500000,3600000,1716,358
1563,185221,32,80,80,9500000,18100000,1982,415
1564,185239,30,76,76,600000,10200000,1771,383
1565,185316,30,68,68,725000,979000,1495,313
1566,185349,32,71,71,1500000,2900000,1901,403
1567,185388,36,61,61,80000,100000,1607,329
1568,185394,32,70,70,1100000,1400000,1739,347
1569,185405,35,71,71,650000,878000,1098,385
1570,185422,28,77,77,900000,17100000,1962,424
1571,185427,29,72,72,2200000,4200000,1223,410
1572,185431,32,77,77,700000,14400000,1829,387
1573,186098,32,75,75,400000,6800000,1276,426
1574,186101,31,69,69,775000,100000,1408,316
1575,186115,30,75,75,5500000,1100000,1958,415
1576,186116,29,69,69,100000,1900000,1900,389
1577,186117,28,63,63,375000,469000,1774,373
1578,186119,30,74,74,5500000,12100000,1896,399
1579,186126,31,64,64,375000,656000,1819,374
1580,186127,31,65,65,475000,831000,1708,351
1581,186130,31,73,73,300000,5700000,1728,365
1582,186132,30,73,73,3700000,700000,1936,397
1583,186139,28,66,66,650000,1200000,1801,374
1584,186140,28,72,72,3200000,700000,1710,362
1585,186143,29,77,77,8500000,16200000,2049,410
1586,186146,29,74,74,5500000,9900000,1880,399
1587,186153,30,87,87,3400000,56100000,1317,465
1588,186156,28,75,75,5500000,1100000,1833,399
1589,186158,29,72,73,2900000,600000,1494,332
1590,186161,29,68,68,900000,1600000,1750,373
1591,186172,27,65,65,450000,788000,1680,356
1592,186190,29,77,77,7500000,14300000,2094,443
1593,186200,29,76,76,7500000,13500000,1946,410
1594,186267,29,69,69,875000,1100000,1842,391
1595,186302,32,77,77,700000,11900000,1950,408
1596,186307,30,73,73,3800000,6500000,1914,386
1597,186330,33,76,76,3500000,600000,1943,410
1598,186345,29,83,83,21500000,44100000,2163,442
1599,186347,30,74,74,4400000,700000,2047,427
1600,186351,30,76,76,6500000,9100000,2045,437
1601,186352,30,66,66,525000,919000,1545,329
1602,186370,30,62,62,250000,438000,1373,314
1603,186385,31,70,70,1300000,2500000,1851,384
1604,186392,30,76,76,600000,11400000,1824,395
1605,186395,30,77,77,8500000,16200000,2092,433
1606,186405,31,71,71,2100000,3200000,1858,396
1607,186408,35,75,75,2900000,6400000,1836,388
1608,186416,34,64,64,240000,324000,1576,335
1609,186422,29,64,64,450000,788000,1670,357
1610,186449,30,67,67,625000,1200000,1742,362
1611,186452,31,70,70,1600000,2400000,1945,393
1612,186456,31,72,72,2300000,3500000,1867,379
1613,186488,37,61,61,25000,39000,1026,336
1614,186494,29,63,64,300000,548000,1101,345
1615,186511,36,70,70,300000,405000,1240,395
1616,186514,27,64,65,525000,932000,1617,335
1617,186519,30,72,72,2500000,5500000,1819,387
1618,186521,30,73,73,3200000,5100000,1656,343
1619,186524,32,70,70,1400000,2200000,1805,376
1620,186536,30,64,64,350000,525000,1824,381
1621,186537,33,79,79,800000,12800000,2028,421
1622,186547,29,78,78,8500000,14500000,1861,392
1623,186551,31,74,74,4100000,700000,1970,414
1624,186553,33,71,71,1100000,1500000,1895,406
1625,186556,31,71,71,2100000,4400000,1881,404
1626,186561,29,82,82,21500000,35500000,2120,445
1627,186562,29,67,67,750000,1300000,1792,395
1628,186565,30,65,65,425000,744000,1759,374
1629,186569,31,79,79,800000,13200000,1182,421
1630,186581,33,75,75,400000,600000,1921,403
1631,186589,31,74,74,4300000,7700000,1885,396
1632,186595,31,68,68,650000,1200000,1831,397
1633,186598,31,71,71,1700000,3200000,1810,390
1634,186607,28,62,62,325000,553000,1626,332
1635,186614,31,73,73,3600000,6500000,1800,378
